,Cell Type,Value,Measurement
1597,Thalamic reticular nucleus cell,60.9,spike amplitude
1598,Thalamic reticular nucleus cell,1.6,spike width
1599,Thalamic reticular nucleus cell,-57.8,spike threshold
1600,Thalamic reticular nucleus cell,16.8,AHP amplitude
1601,Thalamic reticular nucleus cell,34.3,rheobase
1602,Thalamic reticular nucleus cell,0.31,FI slope
1603,Paraventricular hypothalamic nucleus neurons,-55.9,resting membrane potential
1604,Paraventricular hypothalamic nucleus neurons,626.3,input resistance
1605,Paraventricular hypothalamic nucleus neurons,83.4,spike amplitude
1606,Paraventricular hypothalamic nucleus neurons,-36.4,spike threshold
1607,Paraventricular hypothalamic nucleus neurons,1.2,spike half-width
1608,Paraventricular hypothalamic nucleus neurons,-41.9,spike threshold
1609,Paraventricular hypothalamic nucleus neurons,1.6,spike half-width
1610,Paraventricular hypothalamic nucleus neurons,-20.1,AHP amplitude
1611,Paraventricular hypothalamic nucleus neurons,20.0,firing frequency
1612,Hypothalamus oxytocin neuroendocrine magnocellular cell,55.9,resting membrane potential
1613,Hypothalamus oxytocin neuroendocrine magnocellular cell,60.7,spike amplitude
1614,Hypothalamus oxytocin neuroendocrine magnocellular cell,1.7,spike half-width
1615,Hypothalamus oxytocin neuroendocrine magnocellular cell,8.8,AHP amplitude
1616,Paraventricular hypothalamic nucleus neurons,-57.7,resting membrane potential
1617,Paraventricular hypothalamic nucleus neurons,674.3,input resistance
1618,Paraventricular hypothalamic nucleus neurons,75.3,spike amplitude
1619,Paraventricular hypothalamic nucleus neurons,-40.2,spike threshold
1620,Paraventricular hypothalamic nucleus neurons,1.0,spike half-width
1621,Paraventricular hypothalamic nucleus neurons,-54.6,resting membrane potential
1622,Paraventricular hypothalamic nucleus neurons,1016.6,input resistance
1623,Paraventricular hypothalamic nucleus neurons,76.4,spike amplitude
1624,Paraventricular hypothalamic nucleus neurons,-38.8,spike threshold
1625,Paraventricular hypothalamic nucleus neurons,0.9,spike half-width
1626,Nucleus accumbens medium spiny neuron,-77.0,resting membrane potential
1627,Nucleus accumbens medium spiny neuron,194.0,input resistance
1628,Nucleus accumbens medium spiny neuron,17.0,membrane time constant
1629,Nucleus accumbens medium spiny neuron,-32.0,spike threshold
1630,Nucleus accumbens medium spiny neuron,53.0,spike amplitude
1631,Nucleus accumbens medium spiny neuron,-72.0,resting membrane potential
1632,Nucleus accumbens medium spiny neuron,212.0,input resistance
1633,Nucleus accumbens medium spiny neuron,23.0,membrane time constant
1634,Nucleus accumbens medium spiny neuron,-34.0,spike threshold
1635,Nucleus accumbens medium spiny neuron,51.0,spike amplitude
1636,Thalamus parafascicular nucleus neuron,-73.0,resting membrane potential
1637,Thalamus parafascicular nucleus neuron,492.0,input resistance
1638,Thalamus parafascicular nucleus neuron,1.92,spike half-width
1639,Thalamus parafascicular nucleus neuron,65.0,spike amplitude
1640,Thalamus parafascicular nucleus neuron,0.3,adaptation ratio
1641,Thalamus parafascicular nucleus neuron,0.4,FI slope
1642,Thalamus parafascicular nucleus neuron,299.0,cell surface area
1643,Thalamus parafascicular nucleus neuron,31.2,maximum firing rate
1644,Thalamus parafascicular nucleus neuron,-62.0,resting membrane potential
1645,Thalamus parafascicular nucleus neuron,1003.0,input resistance
1646,Thalamus parafascicular nucleus neuron,1.63,spike half-width
1647,Thalamus parafascicular nucleus neuron,68.0,spike amplitude
1648,Thalamus parafascicular nucleus neuron,23.3,maximum firing rate
1649,Thalamus parafascicular nucleus neuron,315.0,cell surface area
1650,Thalamus parafascicular nucleus neuron,0.32,FI slope
1651,Thalamus parafascicular nucleus neuron,0.53,adaptation ratio
1652,Thalamus relay cell,-58.9,resting membrane potential
1653,Thalamus relay cell,22.9,input resistance
1654,Thalamus relay cell,12.2,membrane time constant
1655,Thalamus relay cell,-49.3,spike threshold
1656,Thalamus relay cell,47.1,spike amplitude
1657,Thalamus relay cell,1.18,spike half-width
1658,Neocortex basket cell,-69.7,resting membrane potential
1659,Neocortex basket cell,208.9,input resistance
1660,Neocortex basket cell,13.6,membrane time constant
1661,Neocortex basket cell,42.3,spike threshold
1662,Neocortex basket cell,71.4,spike amplitude
1663,Neocortex basket cell,0.64,spike half-width
1664,Neocortex basket cell,0.92,adaptation ratio
1665,Neocortex layer 4 stellate cell,-74.3,resting membrane potential
1666,Neocortex layer 4 stellate cell,204.4,input resistance
1667,Neocortex layer 4 stellate cell,20.0,membrane time constant
1668,Neocortex layer 4 stellate cell,42.6,spike threshold
1669,Neocortex layer 4 stellate cell,84.5,spike amplitude
1670,Neocortex layer 4 stellate cell,1.43,spike half-width
1671,Neocortex layer 4 stellate cell,0.37,adaptation ratio
1672,Neocortex basket cell,36.9,firing frequency
1673,Neocortex layer 4 stellate cell,12.4,firing frequency
1674,Dentate gyrus granule cell,-62.8,resting membrane potential
1675,Dentate gyrus granule cell,1.0,input resistance
1676,Dentate gyrus granule cell,25.1,cell capacitance
1677,Medial vestibular nucleus neuron,69.9,spike amplitude
1678,Medial vestibular nucleus neuron,-48.8,spike threshold
1679,Medial vestibular nucleus neuron,0.5,spike half-width
1680,Medial vestibular nucleus neuron,12.8,AHP amplitude
1681,Nucleus accumbens medium spiny neuron,-79.02,resting membrane potential
1682,Nucleus accumbens medium spiny neuron,128.65,input resistance
1683,Nucleus accumbens medium spiny neuron,-33.93,spike threshold
1684,Nucleus accumbens medium spiny neuron,74.86,spike amplitude
1685,Nucleus accumbens medium spiny neuron,1.09,spike half-width
1686,Nucleus accumbens medium spiny neuron,13.51,AHP amplitude
1687,Nucleus accumbens medium spiny neuron,0.29,rheobase
1688,Nucleus accumbens core neuron,-45.54,spike threshold
1689,Nucleus accumbens core neuron,79.43,spike amplitude
1690,Nucleus accumbens core neuron,63.17,input resistance
1691,Thalamus relay cell,-60.0,resting membrane potential
1692,Thalamus relay cell,93.0,input resistance
1693,Basalis nucleus cholinergic neuron,-55.3,resting membrane potential
1694,Basalis nucleus cholinergic neuron,343.0,input resistance
1695,Basalis nucleus cholinergic neuron,2.95,spike half-width
1696,Basalis nucleus cholinergic neuron,-12.9,AHP amplitude
1697,Basalis nucleus cholinergic neuron,360.0,AHP duration
1698,Basalis nucleus cholinergic neuron,-55.2,resting membrane potential
1699,Basalis nucleus cholinergic neuron,381.0,input resistance
1700,Basalis nucleus cholinergic neuron,2.91,spike half-width
1701,Basalis nucleus cholinergic neuron,-11.2,AHP amplitude
1702,Basalis nucleus cholinergic neuron,315.0,AHP duration
1703,Basalis nucleus cholinergic neuron,77.8,spike amplitude
1704,Basalis nucleus cholinergic neuron,1.4,spike width
1705,Basalis nucleus cholinergic neuron,160.0,input resistance
1706,Inferior colliculus neuron,-59.3,resting membrane potential
1707,Inferior colliculus neuron,-49.0,spike threshold
1708,Inferior colliculus neuron,60.95,spike amplitude
1709,Inferior colliculus neuron,-56.8,resting membrane potential
1710,Inferior colliculus neuron,-46.4,spike threshold
1711,Inferior colliculus neuron,56.6,spike amplitude
1712,Inferior colliculus neuron,60.7,resting membrane potential
1713,Inferior colliculus neuron,268.8,input resistance
1714,Inferior colliculus neuron,22.8,membrane time constant
1715,Inferior colliculus neuron,51.9,spike amplitude
1716,Inferior colliculus neuron,1.18,spike half-width
1717,Inferior colliculus neuron,43.9,spike threshold
1718,Hippocampus CA3 pyramidal cell,118.0,firing frequency
1719,Hippocampus CA3 pyramidal cell,-72.0,resting membrane potential
1720,Hippocampus CA3 pyramidal cell,102.0,input resistance
1721,Hippocampus CA3 pyramidal cell,21.1,membrane time constant
1722,Hippocampus CA1 pyramidal cell,-69.0,resting membrane potential
1723,Hippocampus CA1 pyramidal cell,82.0,input resistance
1724,Hippocampus CA1 pyramidal cell,19.4,membrane time constant
1725,Dentate gyrus granule cell,-66.0,resting membrane potential
1726,Dentate gyrus granule cell,58.0,input resistance
1727,Dentate gyrus granule cell,18.3,membrane time constant
1728,Dentate gyrus mossy cell,-67.0,resting membrane potential
1729,Dentate gyrus mossy cell,79.0,input resistance
1730,Dentate gyrus mossy cell,20.6,membrane time constant
1731,Hippocampus CA3 pyramidal cell,0.7,spontaneous firing rate
1732,Hippocampus CA1 pyramidal cell,0.3,spontaneous firing rate
1733,Dentate gyrus granule cell,0.3,spontaneous firing rate
1734,Dentate gyrus mossy cell,1.1,spontaneous firing rate
1735,Dentate gyrus granule cell,-71.5,resting membrane potential
1736,Dentate gyrus granule cell,57.5,input resistance
1737,Dentate gyrus granule cell,11.2,membrane time constant
1738,Dentate gyrus granule cell,7.2,AHP amplitude
1739,Dentate gyrus granule cell,1.51,spike width
1740,Dentate gyrus granule cell,5.2,AHP duration
1741,Cerebellum granule cell,-59.8,AHP voltage
1742,Cerebellum granule cell,-64.8,resting membrane potential
1743,Cerebellum granule cell,2.0,cell capacitance
1744,Cerebellum granule cell,2.3,input resistance
1745,Amygdala basolateral nucleus pyramidal neuron,40.7,input resistance
1746,Amygdala basolateral nucleus pyramidal neuron,-54.0,spike threshold
1747,Amygdala basolateral nucleus pyramidal neuron,2.0,spike width
1748,Amygdala basolateral nucleus pyramidal neuron,61.0,spike amplitude
1749,Amygdala basolateral nucleus pyramidal neuron,-73.7,resting membrane potential
1750,Amygdala basolateral nucleus pyramidal neuron,0.23,firing frequency
1751,Amygdala basolateral nucleus pyramidal neuron,-63.0,resting membrane potential
1752,Amygdala basolateral nucleus pyramidal neuron,46.0,input resistance
1753,Amygdala basolateral nucleus pyramidal neuron,21.0,membrane time constant
1754,Amygdala basolateral nucleus pyramidal neuron,59.0,input resistance
1755,Amygdala basolateral nucleus pyramidal neuron,17.0,membrane time constant
1756,Amygdala basolateral nucleus pyramidal neuron,-61.0,resting membrane potential
1757,Amygdala basolateral nucleus pyramidal neuron,0.19,adaptation ratio
1758,Amygdala basolateral nucleus pyramidal neuron,0.062,sag ratio
1759,Amygdala basolateral nucleus pyramidal neuron,6.9,fast AHP amplitude
1760,Amygdala basolateral nucleus pyramidal neuron,-43.0,spike threshold
1761,Amygdala basolateral nucleus pyramidal neuron,92.1,spike amplitude
1762,Amygdala basolateral nucleus pyramidal neuron,0.74,spike half-width
1763,Medial Nucleus of Trapezoid Body neuron,4.2,first spike latency
1764,Suprachiasmatic nucleus neuron,4.0,spike width
1765,Suprachiasmatic nucleus neuron,82.8,spike amplitude from resting
1766,Suprachiasmatic nucleus neuron,37.3,fast AHP duration
1767,Suprachiasmatic nucleus neuron,-53.8,AHP voltage
1768,Suprachiasmatic nucleus neuron,3.0,spike width
1769,Suprachiasmatic nucleus neuron,77.7,spike amplitude from resting
1770,Suprachiasmatic nucleus neuron,17.8,fast AHP duration
1771,Suprachiasmatic nucleus neuron,-58.1,AHP voltage
1772,Cerebellum Purkinje cell,23.65,access resistance
1773,Cerebellum Purkinje cell,334.14,cell capacitance
1774,Cerebellum Purkinje cell,-58.55,resting membrane potential
1775,Substantia nigra pars compacta dopaminergic cell,476.0,input resistance
1776,Substantia nigra pars compacta dopaminergic cell,32.5,spike threshold
1777,Substantia nigra pars compacta dopaminergic cell,55.6,spike amplitude
1778,Substantia nigra pars compacta dopaminergic cell,2.27,spontaneous firing rate
1779,Substantia nigra pars compacta dopaminergic cell,1.93,spike half-width
1780,Ventral tegmental area dopamine neuron,518.0,input resistance
1781,Ventral tegmental area dopamine neuron,34.1,spike threshold
1782,Ventral tegmental area dopamine neuron,56.3,spike amplitude
1783,Ventral tegmental area dopamine neuron,2.12,spontaneous firing rate
1784,Ventral tegmental area dopamine neuron,2.01,spike half-width
1785,Substantia nigra pars compacta dopaminergic cell,54.6,resting membrane potential
1786,Ventral tegmental area dopamine neuron,55.0,resting membrane potential
1787,Substantia nigra pars reticulata interneuron GABA,549.0,input resistance
1788,Substantia nigra pars reticulata interneuron GABA,50.7,spike threshold
1789,Substantia nigra pars reticulata interneuron GABA,78.6,spike amplitude
1790,Substantia nigra pars reticulata interneuron GABA,15.2,spontaneous firing rate
1791,Substantia nigra pars reticulata interneuron GABA,1.2,spike half-width
1792,Substantia nigra pars reticulata interneuron GABA,59.6,resting membrane potential
1793,Substantia nigra pars compacta dopaminergic cell,140.0,input resistance
1794,Substantia nigra pars compacta dopaminergic cell,-45.0,spike threshold
1795,Substantia nigra pars compacta dopaminergic cell,49.1,spike amplitude
1796,Substantia nigra pars compacta dopaminergic cell,2.5,spike width
1797,Substantia nigra pars compacta dopaminergic cell,-19.9,slow AHP amplitude
1798,Substantia nigra pars compacta dopaminergic cell,17.6,slow AHP duration
1799,Substantia nigra pars compacta dopaminergic cell,0.32,adaptation ratio
1800,Substantia nigra pars compacta dopaminergic cell,36.3,FI slope
1801,Substantia nigra pars compacta dopaminergic cell,39.9,firing frequency
1802,Substantia nigra pars reticulata interneuron GABA,126.9,input resistance
1803,Substantia nigra pars reticulata interneuron GABA,-49.2,spike threshold
1804,Substantia nigra pars reticulata interneuron GABA,45.0,spike amplitude
1805,Substantia nigra pars reticulata interneuron GABA,1.5,spike width
1806,Substantia nigra pars reticulata interneuron GABA,-11.6,slow AHP amplitude
1807,Substantia nigra pars reticulata interneuron GABA,15.0,slow AHP duration
1808,Substantia nigra pars reticulata interneuron GABA,0.56,adaptation ratio
1809,Substantia nigra pars reticulata interneuron GABA,128.0,FI slope
1810,Substantia nigra pars reticulata interneuron GABA,76.6,firing frequency
1811,Inferior olive neuron,-55.0,resting membrane potential
1812,Inferior olive neuron,40.1,input resistance
1813,Inferior olive neuron,188.7,cell capacitance
1814,Inferior olive neuron,0.64,firing frequency
1815,Inferior olive neuron,-52.0,resting membrane potential
1816,Inferior olive neuron,42.3,input resistance
1817,Inferior olive neuron,159.6,cell capacitance
1818,Inferior olive neuron,0.54,firing frequency
1819,Cerebellum Purkinje cell,0.41,spike half-width
1820,Cerebellum granule cell,0.92,spike half-width
1821,Cerebellum granule cell,11.6,spike peak
1822,Hippocampus CA1 basket cell,-60.0,resting membrane potential
1823,Hippocampus CA1 basket cell,70.6,input resistance
1824,Hippocampus CA1 basket cell,9.2,membrane time constant
1825,Hippocampus CA1 basket cell,75.7,spike amplitude from resting
1826,Hippocampus CA1 basket cell,0.67,spike half-width
1827,Hippocampus CA1 neurogliaform cell,-58.3,resting membrane potential
1828,Hippocampus CA1 neurogliaform cell,74.7,input resistance
1829,Hippocampus CA1 neurogliaform cell,6.5,membrane time constant
1830,Hippocampus CA1 neurogliaform cell,65.1,spike amplitude from resting
1831,Hippocampus CA1 neurogliaform cell,0.8,spike half-width
1832,Hippocampus CA1 pyramidal cell,-59.9,resting membrane potential
1833,Hippocampus CA1 pyramidal cell,52.3,input resistance
1834,Hippocampus CA1 pyramidal cell,16.2,membrane time constant
1835,Hippocampus CA1 pyramidal cell,78.8,spike amplitude from resting
1836,Hippocampus CA1 pyramidal cell,1.15,spike half-width
1837,Dentate gyrus granule cell,1.07,spike half-width
1838,Dentate gyrus hilar cell,1.13,spike half-width
1839,Ventral tegmental area dopamine neuron,-50.6,spike threshold
1840,Ventral tegmental area dopamine neuron,72.3,spike amplitude
1841,Ventral tegmental area dopamine neuron,20.6,AHP amplitude
1842,Ventral tegmental area dopamine neuron,4.0,spike width
1843,Ventral tegmental area dopamine neuron,1.8,spike half-width
1844,Substantia nigra pars compacta dopaminergic cell,-51.7,spike threshold
1845,Substantia nigra pars compacta dopaminergic cell,72.2,spike amplitude
1846,Substantia nigra pars compacta dopaminergic cell,20.0,AHP amplitude
1847,Substantia nigra pars compacta dopaminergic cell,3.7,spike width
1848,Substantia nigra pars compacta dopaminergic cell,1.6,spike half-width
1849,Dentate gyrus hilar cell,-68.0,resting membrane potential
1850,Dentate gyrus hilar cell,89.0,input resistance
1851,Dentate gyrus hilar cell,11.0,fast AHP amplitude
1852,Dentate gyrus basket cell,-57.5,resting membrane potential
1853,Dentate gyrus basket cell,256.5,input resistance
1854,Dentate gyrus basket cell,-35.0,spike threshold
1855,Dentate gyrus basket cell,72.9,spike amplitude
1856,Dentate gyrus basket cell,1.4,spike half-width
1857,Dentate gyrus basket cell,106.7,rheobase
